,0,1
5048,"['1', '456']","Aug 7, 2016 at 11:13 PM"
5049,"['2', '510']","Aug 7, 2016 at 8:57 PM"
5050,"['1', '418']","Aug 7, 2016 at 7:43 PM"
5051,"['1', '868']","Aug 7, 2016 at 4:09 PM"
5052,"['3', '1000']","Aug 7, 2016 at 10:29 AM"
5053,"['4', '6000']","Aug 4, 2016 at 7:01 AM"
5054,"['4', '1000']","Aug 3, 2016 at 9:19 AM"
5055,"['6', '701']","Aug 3, 2016 at 4:38 AM"
5056,"['4', '996']","Aug 3, 2016 at 3:32 AM"
5057,"['1', '1000']","Aug 2, 2016 at 5:27 PM"
5058,"['2', '766']","Aug 2, 2016 at 2:51 PM"
5059,"['5', '850']","Aug 2, 2016 at 5:46 AM"
5060,"['1', '503']","Aug 1, 2016 at 2:49 PM"
5061,"['8', '1000']","Aug 1, 2016 at 2:12 PM"
5062,"['2', '1000']","Jul 31, 2016 at 4:00 PM"
5063,"['6', '1000']","Jul 31, 2016 at 12:50 PM"
5064,"['1', '1000']","Jul 31, 2016 at 12:50 AM"
5065,"['6', '1000']","Jul 30, 2016 at 11:15 AM"
5066,"['16', '10000']","Jul 30, 2016 at 5:25 AM"
5067,"['7', '1000']","Jul 29, 2016 at 6:11 PM"
5068,"['4', '2000']","Jul 29, 2016 at 5:42 PM"
5069,"['19', '2000']","Jul 29, 2016 at 5:01 PM"
5070,"['4', '1000']","Jul 29, 2016 at 2:02 PM"
5071,"['14', '2000']","Jul 29, 2016 at 11:18 AM"
5072,"['0', '530']","Jul 29, 2016 at 9:38 AM"
5073,"['2', '1000']","Jul 28, 2016 at 7:48 PM"
5074,"['4', '986']","Jul 28, 2016 at 1:31 PM"
5075,"['4', '2000']","Jul 28, 2016 at 8:56 AM"
5076,"['7', '1000']","Jul 28, 2016 at 5:13 AM"
5077,"['6', '4000']","Jul 28, 2016 at 5:05 AM"
5078,"['2', '2000']","Jul 28, 2016 at 2:56 AM"
5079,"['6', '412']","Jul 27, 2016 at 8:39 PM"
5080,"['1', '390']","Jul 27, 2016 at 7:26 PM"
5081,"['1', '712']","Jul 27, 2016 at 11:27 AM"
5082,"['1', '212']","Jul 27, 2016 at 9:08 AM"
5083,"['2', '1000']","Jul 26, 2016 at 8:43 PM"
5084,"['8', '7000']","Jul 26, 2016 at 4:15 PM"
5085,"['0', '722']","Jul 26, 2016 at 4:02 PM"
5086,"['4', '1000']","Jul 26, 2016 at 3:33 PM"
5087,"['0', '348']","Jul 26, 2016 at 2:41 PM"
5088,"['3', '437']","Jul 26, 2016 at 2:09 PM"
5089,"['6', '2000']","Jul 26, 2016 at 2:02 PM"
5090,"['2', '294']","Jul 26, 2016 at 1:02 PM"
5091,"['5', '1000']","Jul 26, 2016 at 9:02 AM"
5092,"['2', '857']","Jul 26, 2016 at 7:41 AM"
5093,"['2', '440']","Jul 26, 2016 at 5:49 AM"
5094,"['2', '919']","Jul 25, 2016 at 4:03 PM"
5095,"['1', '464']","Jul 25, 2016 at 12:45 PM"
5096,"['1', '335']","Jul 24, 2016 at 4:17 PM"
5097,"['4', '659']","Jul 23, 2016 at 12:18 PM"
5098,"['2', '404']","Jul 23, 2016 at 3:00 AM"
5099,"['9', '877']","Jul 23, 2016 at 2:46 AM"
5100,"['11', '4000']","Jul 22, 2016 at 9:26 PM"
5101,"['1', '494']","Jul 22, 2016 at 7:34 PM"
5102,"['12', '1000']","Jul 22, 2016 at 6:49 PM"
5103,"['6', '1000']","Jul 21, 2016 at 9:34 PM"
5104,"['4', '3000']","Jul 21, 2016 at 12:11 PM"
5105,"['7', '2000']","Jul 21, 2016 at 10:16 AM"
5106,"['5', '2000']","Jul 21, 2016 at 7:51 AM"
5107,"['8', '7000']","Jul 21, 2016 at 3:14 AM"
5108,"['6', '2000']","Jul 21, 2016 at 3:10 AM"
5109,"['9', '1000']","Jul 20, 2016 at 11:08 PM"
5110,"['14', '3000']","Jul 20, 2016 at 9:19 PM"
5111,"['10', '11000']","Jul 20, 2016 at 9:09 PM"
5112,"['10', '1000']","Jul 20, 2016 at 7:09 PM"
5113,"['8', '1000']","Jul 20, 2016 at 6:51 PM"
5114,"['1', '1000']","Jul 20, 2016 at 5:53 PM"
5115,"['1', '722']","Jul 20, 2016 at 11:11 AM"
5116,"['6', '1000']","Jul 20, 2016 at 8:53 AM"
5117,"['4', '1000']","Jul 20, 2016 at 1:10 AM"
5118,"['1', '339']","Jul 20, 2016 at 12:06 AM"
5119,"['3', '1000']","Jul 19, 2016 at 11:48 PM"
5120,"['1', '912']","Jul 19, 2016 at 11:53 AM"
5121,"['2', '518']","Jul 19, 2016 at 10:53 AM"
5122,"['5', '592']","Jul 19, 2016 at 3:50 AM"
5123,"['4', '725']","Jul 19, 2016 at 12:56 AM"
5124,"['5', '775']","Jul 18, 2016 at 9:56 PM"
5125,"['4', '932']","Jul 18, 2016 at 11:11 AM"
5126,"['3', '1000']","Jul 18, 2016 at 9:32 AM"
5127,"['2', '5000']","Jul 18, 2016 at 8:06 AM"
5128,"['3', '2000']","Jul 18, 2016 at 1:05 AM"
5129,"['1', '2000']","Jul 17, 2016 at 7:38 PM"
5130,"['2', '543']","Jul 17, 2016 at 5:43 PM"
5131,"['5', '2000']","Jul 17, 2016 at 2:30 PM"
5132,"['2', '262']","Jul 17, 2016 at 10:57 AM"
5133,"['2', '1000']","Jul 17, 2016 at 4:01 AM"
5134,"['11', '1000']","Jul 17, 2016 at 3:04 AM"
5135,"['0', '242']","Jul 17, 2016 at 2:37 AM"
5136,"['4', '926']","Jul 16, 2016 at 11:42 PM"
5137,"['5', '2000']","Jul 16, 2016 at 4:03 AM"
5138,"['3', '952']","Jul 15, 2016 at 5:13 PM"
5139,"['1', '861']","Jul 15, 2016 at 3:57 PM"
5140,"['6', '668']","Jul 15, 2016 at 12:59 PM"
5141,"['58', '6000']","Jul 15, 2016 at 8:23 AM"
5142,"['1', '678']","Jul 14, 2016 at 11:38 PM"
5143,"['2', '857']","Jul 14, 2016 at 5:28 AM"
5144,"['3', '2000']","Jul 14, 2016 at 12:32 AM"
5145,"['2', '740']","Jul 13, 2016 at 1:30 PM"
5146,"['5', '1000']","Jul 13, 2016 at 1:07 AM"
5147,"['2', '693']","Jul 13, 2016 at 12:24 AM"
5148,"['1', '546']","Jul 12, 2016 at 8:22 PM"
5149,"['12', '4000']","Jul 12, 2016 at 7:59 PM"
5150,"['11', '1000']","Jul 11, 2016 at 8:08 AM"
5151,"['1', '531']","Jul 11, 2016 at 4:50 AM"
5152,"['19', '2000']","Jul 10, 2016 at 6:54 PM"
5153,"['17', '2000']","Jul 8, 2016 at 1:35 AM"
5154,"['4', '3000']","Jul 6, 2016 at 8:55 PM"
5155,"['0', '405']","Jul 6, 2016 at 2:49 PM"
5156,"['2', '1000']","Jul 6, 2016 at 6:25 AM"
5157,"['13', '1000']","Jul 6, 2016 at 3:21 AM"
5158,"['0', '313']","Jul 6, 2016 at 12:48 AM"
5159,"['3', '1000']","Jul 5, 2016 at 11:39 AM"
5160,"['1', '688']","Jul 4, 2016 at 11:28 PM"
5161,"['2', '485']","Jul 4, 2016 at 8:39 AM"
5162,"['2', '903']","Jul 4, 2016 at 1:52 AM"
5163,"['3', '881']","Jul 3, 2016 at 4:19 PM"
5164,"['9', '1000']","Jul 2, 2016 at 9:44 PM"
5165,"['3', '959']","Jul 2, 2016 at 9:11 PM"
5166,"['23', '3000']","Jul 2, 2016 at 11:35 AM"
5167,"['5', '827']","Jul 1, 2016 at 9:10 PM"
5168,"['1', '275']","Jul 1, 2016 at 3:25 PM"
5169,"['1', '350']","Jun 30, 2016 at 11:27 PM"
5170,"['11', '2000']","Jun 30, 2016 at 5:30 PM"
5171,"['1', '458']","Jun 30, 2016 at 1:47 PM"
5172,"['1', '580']","Jun 30, 2016 at 6:54 AM"
5173,"['2', '624']","Jun 30, 2016 at 6:22 AM"
5174,"['7', '1000']","Jun 30, 2016 at 12:10 AM"
5175,"['2', '556']","Jun 29, 2016 at 10:21 PM"
5176,"['1', '1000']","Jun 28, 2016 at 10:30 PM"
5177,"['9', '2000']","Jun 28, 2016 at 9:30 PM"
5178,"['2', '849']","Jun 27, 2016 at 7:37 PM"
5179,"['6', '907']","Jun 27, 2016 at 3:02 PM"
5180,"['1', '512']","Jun 26, 2016 at 3:30 PM"
5181,"['8', '2000']","Jun 26, 2016 at 9:54 AM"
5182,"['5', '1000']","Jun 26, 2016 at 2:57 AM"
5183,"['6', '1000']","Jun 26, 2016 at 2:55 AM"
5184,"['1', '641']","Jun 25, 2016 at 4:36 PM"
5185,"['15', '5000']","Jun 25, 2016 at 12:19 PM"
5186,"['74', '6000']","Jun 25, 2016 at 11:09 AM"
5187,"['13', '2000']","Jun 25, 2016 at 9:05 AM"
5188,"['2', '724']","Jun 25, 2016 at 3:32 AM"
5189,"['17', '4000']","Jun 24, 2016 at 1:50 PM"
5190,"['0', '645']","Jun 24, 2016 at 9:59 AM"
5191,"['5', '1000']","Jun 24, 2016 at 6:20 AM"
5192,"['3', '1000']","Jun 24, 2016 at 3:13 AM"
5193,"['1', '1000']","Jun 24, 2016 at 2:55 AM"
5194,"['2', '975']","Jun 24, 2016 at 2:49 AM"
5195,"['2', '604']","Jun 24, 2016 at 1:59 AM"
5196,"['3', '770']","Jun 23, 2016 at 7:43 PM"
5197,"['0', '321']","Jun 23, 2016 at 7:11 AM"
5198,"['4', '939']","Jun 22, 2016 at 11:55 PM"
5199,"['1', '1000']","Jun 22, 2016 at 6:32 PM"
5200,"['0', '417']","Jun 22, 2016 at 4:13 PM"
5201,"['0', '427']","Jun 22, 2016 at 9:43 AM"
5202,"['18', '2000']","Jun 22, 2016 at 4:44 AM"
5203,"['6', '1000']","Jun 22, 2016 at 12:42 AM"
5204,"['2', '759']","Jun 21, 2016 at 6:54 PM"
5205,"['2', '2000']","Jun 21, 2016 at 3:41 PM"
5206,"['3', '456']","Jun 21, 2016 at 5:22 AM"
5207,"['1', '504']","Jun 21, 2016 at 12:36 AM"
5208,"['2', '2000']","Jun 20, 2016 at 5:07 PM"
5209,"['4', '2000']","Jun 20, 2016 at 11:12 AM"
5210,"['1', '1000']","Jun 20, 2016 at 10:56 AM"
5211,"['1', '1000']","Jun 20, 2016 at 6:31 AM"
5212,"['4', '929']","Jun 20, 2016 at 5:44 AM"
5213,"['10', '1000']","Jun 19, 2016 at 9:56 AM"
5214,"['17', '2000']","Jun 19, 2016 at 5:38 AM"
5215,"['19', '3000']","Jun 19, 2016 at 5:19 AM"
5216,"['2', '763']","Jun 18, 2016 at 11:09 PM"
5217,"['2', '895']","Jun 18, 2016 at 4:58 PM"
5218,"['0', '490']","Jun 18, 2016 at 7:38 AM"
5219,"['8', '2000']","Jun 18, 2016 at 3:02 AM"
5220,"['4', '1000']","Jun 17, 2016 at 1:15 PM"
5221,"['7', '1000']","Jun 17, 2016 at 2:42 AM"
5222,"['3', '2000']","Jun 16, 2016 at 10:16 PM"
5223,"['2', '926']","Jun 16, 2016 at 6:26 PM"
5224,"['10', '4000']","Jun 16, 2016 at 12:35 PM"
5225,"['7', '2000']","Jun 16, 2016 at 11:29 AM"
5226,"['11', '2000']","Jun 16, 2016 at 9:56 AM"
5227,"['0', '547']","Jun 15, 2016 at 9:29 PM"
5228,"['2', '1000']","Jun 15, 2016 at 9:25 PM"
5229,"['8', '3000']","Jun 15, 2016 at 5:55 PM"
5230,"['9', '651']","Jun 14, 2016 at 7:22 PM"
5231,"['2', '2000']","Jun 14, 2016 at 5:24 PM"
5232,"['14', '2000']","Jun 14, 2016 at 6:26 AM"
5233,"['8', '835']","Jun 13, 2016 at 9:19 PM"
5234,"['11', '16000']","Jun 13, 2016 at 7:01 PM"
5235,"['4', '366']","Jun 13, 2016 at 6:41 AM"
5236,"['36', '3000']","Jun 12, 2016 at 9:24 PM"
5237,"['0', '526']","Jun 12, 2016 at 4:52 PM"
5238,"['1', '934']","Jun 12, 2016 at 2:58 PM"
5239,"['3', '310']","Jun 11, 2016 at 11:48 PM"
5240,"['3', '863']","Jun 11, 2016 at 10:37 PM"
5241,"['1', '304']","Jun 11, 2016 at 6:04 PM"
5242,"['4', '729']","Jun 11, 2016 at 3:32 PM"
5243,"['4', '452']","Jun 11, 2016 at 2:03 PM"
5244,"['0', '459']","Jun 11, 2016 at 9:04 AM"
5245,"['6', '710']","Jun 10, 2016 at 3:05 PM"
5246,"['6', '1000']","Jun 10, 2016 at 12:08 PM"
5247,"['7', '1000']","Jun 10, 2016 at 7:50 AM"
5248,"['1', '546']","Jun 10, 2016 at 6:37 AM"
5249,"['3', '764']","Jun 9, 2016 at 4:51 PM"
5250,"['3', '2000']","Jun 9, 2016 at 11:45 AM"
5251,"['4', '2000']","Jun 9, 2016 at 4:23 AM"
5252,"['5', '2000']","Jun 9, 2016 at 1:26 AM"
5253,"['4', '635']","Jun 8, 2016 at 2:04 PM"
5254,"['9', '2000']","Jun 8, 2016 at 11:27 AM"
5255,"['2', '541']","Jun 8, 2016 at 5:12 AM"
5256,"['8', '1000']","Jun 7, 2016 at 9:11 AM"
5257,"['10', '6000']","Jun 6, 2016 at 10:22 PM"
5258,"['2', '1000']","Jun 6, 2016 at 8:57 PM"
5259,"['2', '655']","Jun 6, 2016 at 10:55 AM"
5260,"['19', '2000']","Jun 5, 2016 at 2:41 PM"
5261,"['1', '1000']","Jun 5, 2016 at 1:10 PM"
5262,"['1', '1000']","Jun 5, 2016 at 7:50 AM"
5263,"['4', '1000']","Jun 4, 2016 at 8:25 PM"
5264,"['2', '595']","Jun 4, 2016 at 12:13 PM"
5265,"['4', '1000']","Jun 4, 2016 at 10:09 AM"
5266,"['2', '2000']","Jun 3, 2016 at 9:22 PM"
5267,"['3', '1000']","Jun 3, 2016 at 9:07 PM"
5268,"['15', '2000']","Jun 3, 2016 at 1:45 PM"
5269,"['3', '679']","Jun 3, 2016 at 1:01 PM"
5270,"['13', '4000']","Jun 3, 2016 at 10:26 AM"
5271,"['3', '814']","Jun 2, 2016 at 4:59 PM"
5272,"['8', '818']","Jun 2, 2016 at 4:56 PM"
5273,"['2', '683']","Jun 2, 2016 at 7:03 AM"
5274,"['6', '678']","Jun 1, 2016 at 8:32 PM"
5275,"['15', '3000']","Jun 1, 2016 at 6:23 AM"
5276,"['5', '3000']","May 31, 2016 at 9:41 PM"
5277,"['2', '1000']","May 31, 2016 at 9:05 PM"
5278,"['10', '1000']","May 31, 2016 at 6:41 PM"
5279,"['18', '5000']","May 30, 2016 at 10:49 PM"
5280,"['5', '1000']","May 30, 2016 at 5:24 PM"
5281,"['1', '881']","May 30, 2016 at 2:42 AM"
5282,"['6', '1000']","May 29, 2016 at 8:13 PM"
5283,"['5', '2000']","May 29, 2016 at 7:31 AM"
5284,"['4', '1000']","May 28, 2016 at 12:04 PM"
5285,"['2', '2000']","May 28, 2016 at 8:25 AM"
5286,"['8', '1000']","May 27, 2016 at 8:41 PM"
5287,"['14', '2000']","May 27, 2016 at 5:29 PM"
5288,"['1', '1000']","May 26, 2016 at 1:47 AM"
5289,"['1', '1000']","May 24, 2016 at 6:49 PM"
5290,"['5', '2000']","May 24, 2016 at 11:45 AM"
5291,"['14', '2000']","May 24, 2016 at 8:00 AM"
5292,"['1', '946']","May 24, 2016 at 4:21 AM"
5293,"['14', '2000']","May 24, 2016 at 2:08 AM"
5294,"['14', '2000']","May 24, 2016 at 1:25 AM"
5295,"['5', '2000']","May 24, 2016 at 12:47 AM"
5296,"['14', '2000']","May 23, 2016 at 9:08 PM"
5297,"['7', '1000']","May 22, 2016 at 10:33 PM"
5298,"['11', '2000']","May 22, 2016 at 5:19 PM"
5299,"['6', '2000']","May 22, 2016 at 6:49 AM"
5300,"['1', '842']","May 21, 2016 at 12:22 AM"
5301,"['1', '886']","May 20, 2016 at 6:40 PM"
5302,"['4', '609']","May 20, 2016 at 4:21 PM"
5303,"['3', '774']","May 20, 2016 at 12:03 PM"
5304,"['7', '2000']","May 20, 2016 at 11:00 AM"
5305,"['23', '6000']","May 19, 2016 at 9:48 PM"
5306,"['23', '5000']","May 19, 2016 at 8:20 PM"
5307,"['10', '2000']","May 19, 2016 at 7:46 PM"
5308,"['1', '2000']","May 19, 2016 at 7:07 PM"
5309,"['1', '831']","May 19, 2016 at 4:17 AM"
5310,"['2', '877']","May 18, 2016 at 2:30 PM"
5311,"['2', '843']","May 18, 2016 at 12:46 AM"
5312,"['1', '700']","May 17, 2016 at 10:56 PM"
5313,"['10', '3000']","May 17, 2016 at 9:51 AM"
5314,"['8', '4000']","May 17, 2016 at 7:40 AM"
5315,"['1', '512']","May 16, 2016 at 5:51 AM"
5316,"['1', '1000']","May 16, 2016 at 12:53 AM"
5317,"['6', '2000']","May 15, 2016 at 7:37 PM"
5318,"['3', '2000']","May 14, 2016 at 10:32 PM"
5319,"['4', '1000']","May 14, 2016 at 8:22 PM"
5320,"['7', '2000']","May 13, 2016 at 11:51 PM"
5321,"['2', '2000']","May 13, 2016 at 11:26 PM"
5322,"['9', '2000']","May 13, 2016 at 11:20 PM"
5323,"['2', '798']","May 13, 2016 at 11:11 PM"
5324,"['5', '3000']","May 12, 2016 at 10:45 PM"
5325,"['1', '530']","May 12, 2016 at 10:42 PM"
5326,"['5', '632']","May 12, 2016 at 6:53 PM"
5327,"['8', '3000']","May 12, 2016 at 11:48 AM"
5328,"['5', '1000']","May 11, 2016 at 10:36 PM"
5329,"['2', '724']","May 11, 2016 at 8:38 PM"
5330,"['3', '2000']","May 11, 2016 at 7:42 PM"
5331,"['6', '2000']","May 11, 2016 at 6:38 PM"
5332,"['2', '910']","May 11, 2016 at 5:39 AM"
5333,"['2', '959']","May 11, 2016 at 3:38 AM"
5334,"['2', '790']","May 11, 2016 at 3:18 AM"
5335,"['6', '2000']","May 11, 2016 at 2:05 AM"
5336,"['2', '521']","May 10, 2016 at 11:41 PM"
5337,"['10', '1000']","May 10, 2016 at 10:41 AM"
5338,"['2', '541']","May 10, 2016 at 10:38 AM"
5339,"['2', '403']","May 10, 2016 at 6:03 AM"
5340,"['6', '1000']","May 10, 2016 at 12:55 AM"
5341,"['7', '2000']","May 9, 2016 at 11:49 PM"
5342,"['1', '435']","May 9, 2016 at 10:58 AM"
5343,"['2', '2000']","May 9, 2016 at 10:39 AM"
5344,"['6', '3000']","May 9, 2016 at 8:35 AM"
5345,"['9', '2000']","May 9, 2016 at 3:38 AM"
5346,"['5', '1000']","May 8, 2016 at 1:19 PM"
5347,"['5', '1000']","May 8, 2016 at 7:58 AM"
5348,"['6', '1000']","May 8, 2016 at 7:41 AM"
5349,"['1', '339']","May 8, 2016 at 7:28 AM"
5350,"['5', '1000']","May 8, 2016 at 7:17 AM"
5351,"['8', '2000']","May 8, 2016 at 2:49 AM"
5352,"['14', '3000']","May 7, 2016 at 1:41 PM"
5353,"['6', '2000']","May 7, 2016 at 3:57 AM"
5354,"['5', '5000']","May 6, 2016 at 11:42 PM"
5355,"['4', '892']","May 6, 2016 at 5:54 PM"
5356,"['14', '5000']","May 6, 2016 at 10:24 AM"
5357,"['4', '689']","May 5, 2016 at 7:22 AM"
5358,"['9', '2000']","May 4, 2016 at 8:28 PM"
5359,"['12', '3000']","May 4, 2016 at 7:09 PM"
5360,"['20', '4000']","May 4, 2016 at 6:16 PM"
5361,"['2', '685']","May 4, 2016 at 5:26 AM"
5362,"['7', '2000']","May 3, 2016 at 9:07 PM"
5363,"['5', '969']","May 2, 2016 at 7:59 PM"
5364,"['3', '464']","May 2, 2016 at 2:54 AM"
5365,"['6', '3000']","May 1, 2016 at 12:55 PM"
5366,"['7', '1000']","Apr 30, 2016 at 10:45 PM"
5367,"['3', '1000']","Apr 30, 2016 at 10:00 AM"
5368,"['4', '2000']","Apr 30, 2016 at 5:14 AM"
5369,"['1', '2000']","Apr 29, 2016 at 9:33 PM"
5370,"['14', '2000']","Apr 29, 2016 at 9:12 PM"
5371,"['5', '3000']","Apr 29, 2016 at 8:16 PM"
5372,"['10', '4000']","Apr 29, 2016 at 7:59 PM"
5373,"['2', '771']","Apr 29, 2016 at 7:42 PM"
5374,"['7', '3000']","Apr 29, 2016 at 5:28 AM"
5375,"['2', '991']","Apr 29, 2016 at 5:03 AM"
5376,"['14', '4000']","Apr 28, 2016 at 9:55 PM"
5377,"['3', '1000']","Apr 28, 2016 at 9:37 PM"
5378,"['26', '4000']","Apr 28, 2016 at 8:44 PM"
5379,"['5', '873']","Apr 28, 2016 at 8:41 PM"
5380,"['11', '2000']","Apr 28, 2016 at 7:48 PM"
5381,"['2', '636']","Apr 28, 2016 at 9:49 AM"
5382,"['2', '671']","Apr 28, 2016 at 8:46 AM"
5383,"['3', '769']","Apr 28, 2016 at 5:22 AM"
5384,"['1', '742']","Apr 28, 2016 at 3:46 AM"
5385,"['8', '2000']","Apr 27, 2016 at 11:31 PM"
5386,"['27', '3000']","Apr 27, 2016 at 10:33 PM"
5387,"['4', '2000']","Apr 27, 2016 at 7:14 PM"
5388,"['13', '2000']","Apr 27, 2016 at 7:01 PM"
5389,"['6', '2000']","Apr 27, 2016 at 6:22 PM"
5390,"['2', '1000']","Apr 27, 2016 at 4:44 AM"
5391,"['6', '6000']","Apr 27, 2016 at 3:46 AM"
5392,"['3', '591']","Apr 26, 2016 at 11:40 PM"
5393,"['6', '2000']","Apr 26, 2016 at 11:37 PM"
5394,"['2', '2000']","Apr 26, 2016 at 11:18 PM"
5395,"['2', '920']","Apr 26, 2016 at 10:03 PM"
5396,"['3', '673']","Apr 26, 2016 at 9:59 PM"
5397,"['2', '2000']","Apr 26, 2016 at 9:11 PM"
5398,"['2', '3000']","Apr 26, 2016 at 1:03 PM"
5399,"['1', '977']","Apr 26, 2016 at 8:38 AM"
5400,"['10', '2000']","Apr 25, 2016 at 6:03 PM"
5401,"['14', '2000']","Apr 25, 2016 at 5:49 PM"
5402,"['5', '1000']","Apr 25, 2016 at 4:55 PM"
5403,"['4', '714']","Apr 25, 2016 at 2:24 PM"
5404,"['0', '846']","Apr 25, 2016 at 9:14 AM"
5405,"['4', '1000']","Apr 24, 2016 at 7:32 PM"
5406,"['2', '1000']","Apr 24, 2016 at 6:02 PM"
5407,"['36', '8000']","Apr 24, 2016 at 4:07 PM"
5408,"['17', '3000']","Apr 24, 2016 at 11:22 AM"
5409,"['6', '1000']","Apr 24, 2016 at 9:36 AM"
5410,"['8', '1000']","Apr 24, 2016 at 8:59 AM"
5411,"['6', '1000']","Apr 24, 2016 at 6:20 AM"
5412,"['34', '3000']","Apr 24, 2016 at 3:27 AM"
5413,"['9', '3000']","Apr 23, 2016 at 11:24 PM"
5414,"['7', '854']","Apr 23, 2016 at 11:52 AM"
5415,"['1', '677']","Apr 23, 2016 at 10:34 AM"
5416,"['1', '815']","Apr 22, 2016 at 10:15 PM"
5417,"['0', '392']","Apr 22, 2016 at 12:01 PM"
5418,"['6', '1000']","Apr 21, 2016 at 6:05 PM"
5419,"['4', '880']","Apr 21, 2016 at 4:37 PM"
5420,"['5', '995']","Apr 21, 2016 at 2:53 AM"
5421,"['8', '3000']","Apr 20, 2016 at 10:58 PM"
5422,"['9', '3000']","Apr 20, 2016 at 10:52 PM"
5423,"['6', '2000']","Apr 20, 2016 at 10:19 PM"
5424,"['2', '848']","Apr 20, 2016 at 10:03 PM"
5425,"['4', '641']","Apr 20, 2016 at 4:36 PM"
5426,"['10', '4000']","Apr 20, 2016 at 12:21 PM"
5427,"['35', '3000']","Apr 20, 2016 at 11:25 AM"
5428,"['5', '914']","Apr 20, 2016 at 12:22 AM"
5429,"['3', '2000']","Apr 19, 2016 at 1:26 PM"
5430,"['3', '2000']","Apr 19, 2016 at 11:21 AM"
5431,"['24', '3000']","Apr 18, 2016 at 8:23 PM"
5432,"['17', '3000']","Apr 17, 2016 at 9:41 PM"
5433,"['3', '2000']","Apr 16, 2016 at 10:20 PM"
5434,"['2', '635']","Apr 16, 2016 at 3:13 PM"
5435,"['0', '620']","Apr 16, 2016 at 3:05 PM"
5436,"['2', '978']","Apr 16, 2016 at 1:56 PM"
5437,"['9', '4000']","Apr 16, 2016 at 1:20 PM"
5438,"['3', '1000']","Apr 16, 2016 at 4:48 AM"
5439,"['1', '636']","Apr 16, 2016 at 3:43 AM"
5440,"['12', '3000']","Apr 16, 2016 at 2:55 AM"
5441,"['2', '1000']","Apr 16, 2016 at 2:52 AM"
5442,"['2', '657']","Apr 15, 2016 at 9:42 PM"
5443,"['2', '851']","Apr 15, 2016 at 9:25 PM"
5444,"['3', '2000']","Apr 15, 2016 at 8:40 PM"
5445,"['0', '783']","Apr 15, 2016 at 4:16 PM"
5446,"['8', '2000']","Apr 15, 2016 at 9:35 AM"
5447,"['3', '1000']","Apr 15, 2016 at 12:41 AM"
5448,"['7', '4000']","Apr 14, 2016 at 11:45 PM"
5449,"['6', '2000']","Apr 14, 2016 at 11:29 PM"
5450,"['4', '2000']","Apr 14, 2016 at 9:56 PM"
5451,"['5', '3000']","Apr 14, 2016 at 1:58 PM"
5452,"['2', '1000']","Apr 14, 2016 at 11:16 AM"
5453,"['7', '818']","Apr 14, 2016 at 9:06 AM"
5454,"['4', '1000']","Apr 14, 2016 at 8:41 AM"
5455,"['5', '2000']","Apr 14, 2016 at 6:00 AM"
5456,"['11', '2000']","Apr 14, 2016 at 12:27 AM"
5457,"['10', '2000']","Apr 13, 2016 at 7:19 PM"
5458,"['18', '4000']","Apr 13, 2016 at 8:20 AM"
5459,"['5', '1000']","Apr 13, 2016 at 6:25 AM"
5460,"['8', '1000']","Apr 13, 2016 at 5:55 AM"
5461,"['3', '5000']","Apr 13, 2016 at 5:43 AM"
5462,"['6', '2000']","Apr 13, 2016 at 5:09 AM"
5463,"['4', '1000']","Apr 13, 2016 at 4:36 AM"
5464,"['2', '2000']","Apr 13, 2016 at 1:29 AM"
5465,"['8', '3000']","Apr 12, 2016 at 3:59 AM"
5466,"['23', '4000']","Apr 12, 2016 at 12:11 AM"
5467,"['1', '1000']","Apr 11, 2016 at 9:15 PM"
5468,"['4', '1000']","Apr 11, 2016 at 8:33 PM"
5469,"['8', '894']","Apr 11, 2016 at 5:48 PM"
5470,"['2', '737']","Apr 11, 2016 at 3:45 PM"
5471,"['7', '3000']","Apr 11, 2016 at 10:00 AM"
5472,"['2', '1000']","Apr 10, 2016 at 7:19 PM"
5473,"['2', '561']","Apr 10, 2016 at 6:28 PM"
5474,"['2', '981']","Apr 10, 2016 at 4:31 PM"
5475,"['4', '1000']","Apr 10, 2016 at 12:03 PM"
5476,"['2', '2000']","Apr 10, 2016 at 8:24 AM"
5477,"['6', '889']","Apr 10, 2016 at 7:52 AM"
5478,"['2', '510']","Apr 10, 2016 at 12:34 AM"
5479,"['2', '2000']","Apr 10, 2016 at 12:22 AM"
5480,"['2', '510']","Apr 9, 2016 at 11:52 PM"
5481,"['1', '1000']","Apr 9, 2016 at 11:50 PM"
5482,"['7', '1000']","Apr 9, 2016 at 11:43 PM"
5483,"['14', '2000']","Apr 9, 2016 at 11:20 PM"
5484,"['28', '4000']","Apr 9, 2016 at 1:21 PM"
5485,"['7', '1000']","Apr 9, 2016 at 7:28 AM"
5486,"['3', '1000']","Apr 9, 2016 at 1:02 AM"
5487,"['6', '1000']","Apr 8, 2016 at 4:46 PM"
5488,"['7', '1000']","Apr 8, 2016 at 4:00 PM"
5489,"['2', '1000']","Apr 8, 2016 at 3:58 PM"
5490,"['4', '2000']","Apr 8, 2016 at 8:03 AM"
5491,"['6', '723']","Apr 7, 2016 at 7:30 PM"
5492,"['4', '838']","Apr 7, 2016 at 6:59 PM"
5493,"['2', '1000']","Apr 7, 2016 at 12:51 AM"
5494,"['2', '697']","Apr 6, 2016 at 11:50 PM"
5495,"['1', '935']","Apr 6, 2016 at 6:04 PM"
